user_id,product_id,rating,timestamp
user_0067,product_023,4,2025-02-05
user_0010,product_014,4,2024-12-26
user_0187,product_041,4,2024-10-02
user_0030,product_050,5,2025-03-15
user_0066,product_006,5,2025-06-20
user_0134,product_069,5,2024-07-12
user_0051,product_047,4,2024-07-15
user_0085,product_080,3,2025-04-18
user_0185,product_039,4,2024-07-14
user_0105,product_042,4,2025-01-20
user_0142,product_017,3,2024-07-15
user_0098,product_087,5,2025-03-23
user_0158,product_073,3,2024-09-13
user_0001,product_039,3,2024-11-12
user_0149,product_078,5,2024-10-25
user_0114,product_057,5,2024-10-02
user_0122,product_095,3,2025-05-08
user_0073,product_066,5,2024-08-07
user_0086,product_012,5,2025-02-20
user_0173,product_040,3,2025-03-11
user_0038,product_004,1,2024-10-20
user_0157,product_099,2,2024-11-20
user_0162,product_074,3,2024-06-29
user_0099,product_064,4,2025-04-06
user_0168,product_089,1,2025-04-27
user_0200,product_055,3,2024-06-29
user_0133,product_060,2,2025-02-13
user_0032,product_059,2,2024-10-26
user_0171,product_068,5,2024-08-20
user_0082,product_097,5,2024-08-11
user_0185,product_065,4,2024-09-13
user_0115,product_021,5,2024-10-20
user_0116,product_034,5,2024-07-29
user_0071,product_099,5,2024-10-15
user_0161,product_031,3,2025-05-12
user_0183,product_037,3,2024-12-31
user_0082,product_070,2,2025-04-04
user_0060,product_050,5,2024-06-24
user_0055,product_009,4,2025-01-02
user_0139,product_060,4,2025-03-07
user_0108,product_050,5,2024-08-25
user_0179,product_003,5,2024-08-30
user_0098,product_062,1,2024-12-22
user_0077,product_097,4,2024-11-18
user_0138,product_096,5,2024-08-16
user_0057,product_063,3,2024-11-09
user_0125,product_004,4,2024-07-13
user_0174,product_052,5,2024-10-24
user_0033,product_080,4,2024-12-01
user_0152,product_073,5,2025-05-09
user_0165,product_055,2,2024-10-27
user_0047,product_007,3,2025-01-04
user_0055,product_059,3,2024-12-08
user_0072,product_097,5,2024-11-17
user_0065,product_011,4,2024-09-17
user_0014,product_045,3,2025-05-16
user_0200,product_084,1,2025-06-05
user_0064,product_026,5,2024-08-06
user_0040,product_031,2,2024-07-13
user_0030,product_073,5,2024-10-25
user_0180,product_033,5,2025-03-27
user_0156,product_078,5,2025-04-23
user_0200,product_021,5,2025-04-26
user_0149,product_004,5,2024-08-30
user_0174,product_049,4,2025-03-11
user_0020,product_076,5,2024-08-03
user_0063,product_014,5,2025-01-17
user_0176,product_077,5,2024-09-04
user_0011,product_045,4,2024-07-17
user_0095,product_009,4,2024-12-28
user_0004,product_054,5,2025-04-27
user_0111,product_047,4,2024-10-28
user_0182,product_020,4,2024-09-26
user_0167,product_035,4,2024-09-18
user_0199,product_062,4,2024-08-21
user_0069,product_042,5,2025-05-07
user_0072,product_058,3,2024-10-26
user_0146,product_079,5,2024-12-30
user_0008,product_064,5,2025-03-19
user_0125,product_028,4,2025-02-08
user_0088,product_036,5,2024-06-26
user_0071,product_072,1,2025-03-15
user_0022,product_031,5,2024-10-13
user_0143,product_098,3,2024-10-20
user_0166,product_092,4,2025-06-12
user_0024,product_038,3,2024-07-01
user_0063,product_040,5,2024-12-14
user_0122,product_071,4,2024-11-15
user_0191,product_071,3,2024-06-26
user_0117,product_035,3,2025-02-22
user_0031,product_093,3,2025-04-20
user_0191,product_069,5,2024-07-02
user_0048,product_025,3,2024-10-16
user_0071,product_093,4,2024-09-25
user_0153,product_037,5,2025-03-13
user_0076,product_030,4,2025-01-17
user_0004,product_091,4,2025-01-31
user_0012,product_007,4,2024-06-28
user_0033,product_082,5,2024-10-12
user_0027,product_002,4,2024-10-23
user_0123,product_057,3,2025-05-25
user_0065,product_062,2,2025-05-18
user_0103,product_063,2,2024-08-02
user_0176,product_007,3,2024-09-05
user_0078,product_011,5,2025-04-21
user_0143,product_098,4,2024-08-19
user_0159,product_029,5,2024-12-08
user_0116,product_057,3,2024-08-23
user_0110,product_040,4,2025-05-21
user_0157,product_095,2,2025-03-06
user_0161,product_028,3,2025-05-10
user_0041,product_031,3,2025-05-13
user_0041,product_001,4,2024-07-03
user_0153,product_061,3,2025-02-22
user_0074,product_091,3,2024-10-31
user_0019,product_088,3,2025-02-05
user_0161,product_076,5,2025-03-11
user_0109,product_015,4,2024-07-24
user_0039,product_035,5,2025-05-15
user_0016,product_022,5,2024-08-20
user_0192,product_073,5,2024-11-08
user_0032,product_060,5,2024-06-27
user_0104,product_035,4,2024-10-11
user_0113,product_011,4,2024-11-11
user_0189,product_042,4,2025-06-07
user_0024,product_030,5,2024-08-30
user_0151,product_003,5,2024-07-11
user_0069,product_074,1,2025-03-23
user_0121,product_067,5,2025-01-29
user_0047,product_075,4,2024-10-12
user_0024,product_061,3,2025-01-01
user_0083,product_086,2,2025-03-30
user_0085,product_053,5,2025-01-24
user_0170,product_052,5,2024-09-12
user_0010,product_059,2,2025-02-11
user_0083,product_015,5,2024-11-26
user_0132,product_001,5,2024-09-16
user_0119,product_053,2,2024-09-28
user_0093,product_080,5,2024-08-04
user_0114,product_098,2,2025-02-04
user_0141,product_017,5,2024-11-08
user_0179,product_063,2,2024-08-02
user_0156,product_031,5,2025-01-12
user_0142,product_002,4,2025-05-04
user_0058,product_015,4,2025-04-21
user_0166,product_020,4,2025-01-22
user_0131,product_091,3,2024-10-16
user_0121,product_032,4,2025-04-07
user_0099,product_025,5,2024-10-03
user_0192,product_018,5,2025-01-30
user_0198,product_054,3,2024-10-04
user_0069,product_001,3,2025-01-19
user_0151,product_075,5,2024-10-13
user_0039,product_058,4,2024-12-26
user_0086,product_071,5,2024-12-09
user_0117,product_042,5,2024-06-28
user_0062,product_074,4,2024-11-22
user_0012,product_041,5,2024-06-24
user_0098,product_050,5,2024-07-22
user_0039,product_064,5,2025-04-17
user_0129,product_076,3,2025-04-30
user_0113,product_013,4,2024-10-30
user_0004,product_093,2,2024-07-20
user_0040,product_010,4,2025-02-05
user_0087,product_080,5,2024-07-23
user_0021,product_043,5,2024-09-20
user_0098,product_041,4,2024-10-14
user_0139,product_005,4,2025-02-20
user_0162,product_088,5,2025-02-24
user_0192,product_012,4,2025-05-01
user_0195,product_082,5,2025-04-30
user_0114,product_022,5,2025-06-06
user_0012,product_042,5,2025-01-21
user_0092,product_048,4,2025-02-15
user_0136,product_053,4,2025-03-20
user_0044,product_023,2,2024-12-07
user_0159,product_088,3,2024-08-26
user_0037,product_030,4,2025-02-10
user_0118,product_033,5,2024-10-25
user_0074,product_087,4,2025-05-14
user_0114,product_045,5,2025-01-18
user_0164,product_055,5,2024-10-30
user_0078,product_026,5,2024-10-16
user_0028,product_031,4,2024-12-19
user_0148,product_038,5,2025-01-20
user_0006,product_085,4,2025-06-16
user_0145,product_088,5,2025-05-26
user_0156,product_096,4,2025-01-25
user_0199,product_030,4,2024-12-22
user_0057,product_082,3,2025-02-12
user_0174,product_097,5,2024-07-18
user_0175,product_018,4,2024-08-03
user_0166,product_006,3,2024-11-07
user_0009,product_075,4,2025-04-14
user_0024,product_038,3,2024-11-20
user_0045,product_026,2,2024-09-17
user_0094,product_068,4,2025-02-01
user_0043,product_033,5,2024-10-17
user_0076,product_096,5,2025-04-23
user_0120,product_010,2,2025-02-25
user_0174,product_093,5,2024-11-29
user_0143,product_047,2,2024-11-30
user_0004,product_034,4,2024-10-31
user_0095,product_087,5,2025-02-06
user_0150,product_049,5,2024-12-12
user_0028,product_087,3,2025-06-08
user_0159,product_072,3,2024-08-12
user_0057,product_083,2,2024-10-26
user_0180,product_039,4,2025-04-22
user_0036,product_006,5,2025-01-16
user_0127,product_015,2,2024-09-18
user_0035,product_050,4,2024-07-12
user_0191,product_090,5,2024-11-18
user_0151,product_096,5,2024-11-20
user_0168,product_013,5,2024-08-09
user_0105,product_036,1,2024-12-13
user_0056,product_057,4,2025-02-20
user_0093,product_013,5,2024-12-14
user_0140,product_083,4,2024-11-29
user_0071,product_025,5,2024-10-31
user_0024,product_085,3,2024-07-28
user_0153,product_003,2,2025-01-01
user_0063,product_017,5,2025-03-07
user_0018,product_098,4,2024-08-24
user_0056,product_030,3,2025-04-06
user_0153,product_001,3,2025-04-07
user_0034,product_070,3,2025-03-23
user_0029,product_085,5,2025-04-14
user_0004,product_046,5,2025-02-19
user_0151,product_042,1,2025-02-05
user_0014,product_017,5,2024-09-24
user_0030,product_096,2,2024-11-03
user_0200,product_047,4,2025-04-26
user_0116,product_065,3,2024-08-10
user_0012,product_094,5,2024-07-18
user_0134,product_039,4,2025-06-05
user_0016,product_062,5,2024-11-14
user_0176,product_014,4,2024-11-05
user_0019,product_011,3,2025-04-06
user_0017,product_017,3,2024-07-31
user_0150,product_071,5,2024-12-07
user_0153,product_068,3,2024-10-05
user_0155,product_056,2,2024-06-26
user_0030,product_084,5,2024-09-11
user_0185,product_028,4,2025-02-24
user_0106,product_044,5,2024-11-28
user_0107,product_094,2,2024-11-14
user_0081,product_086,3,2025-04-03
user_0176,product_061,2,2025-05-08
user_0024,product_056,2,2024-12-12
user_0034,product_072,2,2024-09-06
user_0144,product_043,5,2024-11-22
user_0091,product_086,5,2024-11-16
user_0185,product_007,5,2024-08-17
user_0080,product_046,2,2024-10-04
user_0055,product_020,5,2025-02-26
user_0028,product_045,5,2024-12-14
user_0030,product_098,3,2025-02-25
user_0110,product_072,5,2024-08-06
user_0158,product_087,4,2025-06-07
user_0156,product_085,5,2025-02-04
user_0008,product_024,3,2025-01-13
user_0087,product_045,1,2025-04-08
user_0145,product_085,4,2025-04-09
user_0190,product_082,5,2025-05-05
user_0192,product_068,3,2024-11-18
user_0117,product_044,3,2025-01-12
user_0185,product_042,5,2024-09-03
user_0153,product_011,5,2025-04-02
user_0041,product_097,4,2024-07-10
user_0021,product_035,4,2024-11-15
user_0125,product_078,4,2025-02-01
user_0056,product_097,4,2024-12-26
user_0111,product_015,3,2024-07-08
user_0152,product_063,4,2025-01-14
user_0012,product_029,4,2024-08-18
user_0015,product_001,3,2025-03-04
user_0197,product_018,5,2025-01-23
user_0084,product_016,1,2024-11-12
user_0045,product_017,4,2024-06-25
user_0059,product_065,4,2024-07-13
user_0091,product_010,4,2025-05-30
user_0112,product_003,4,2025-05-12
user_0081,product_074,4,2024-11-25
user_0182,product_082,4,2025-04-23
user_0104,product_003,5,2025-03-25
user_0159,product_059,5,2024-12-17
user_0023,product_056,5,2025-02-16
user_0112,product_076,4,2025-05-11
user_0102,product_040,5,2025-02-27
user_0086,product_100,3,2024-10-02
user_0163,product_015,4,2025-03-13
user_0199,product_045,4,2024-07-25
user_0038,product_031,2,2025-02-09
user_0051,product_023,4,2024-07-20
user_0020,product_023,5,2024-08-03
user_0127,product_060,5,2024-08-28
user_0115,product_088,5,2024-09-04
user_0165,product_082,5,2025-01-06
user_0161,product_041,3,2025-05-17
user_0121,product_057,4,2025-01-31
user_0152,product_008,4,2025-05-14
user_0080,product_060,4,2025-05-22
user_0095,product_037,2,2025-05-05
user_0158,product_077,4,2024-10-27
user_0149,product_071,5,2025-05-30
user_0116,product_074,5,2025-01-07
user_0155,product_061,4,2025-05-20
user_0116,product_014,5,2024-12-27
user_0183,product_011,4,2025-03-24
user_0011,product_032,5,2024-11-08
user_0135,product_067,4,2024-12-16
user_0096,product_037,4,2024-12-29
user_0174,product_077,2,2024-08-01
user_0166,product_043,2,2025-05-03
user_0143,product_087,4,2025-02-11
user_0186,product_085,5,2024-08-16
user_0039,product_043,2,2024-07-16
user_0037,product_045,3,2024-07-20
user_0179,product_085,4,2024-08-20
user_0182,product_011,3,2024-12-10
user_0165,product_043,5,2024-07-12
user_0180,product_095,5,2024-09-24
user_0024,product_083,5,2024-10-03
user_0093,product_003,4,2025-03-20
user_0055,product_044,5,2024-10-15
user_0050,product_029,5,2025-04-02
user_0020,product_038,5,2025-04-30
user_0130,product_099,4,2024-09-24
user_0010,product_085,3,2024-08-08
user_0034,product_077,4,2025-03-29
user_0047,product_089,5,2025-03-28
user_0185,product_057,1,2024-12-16
user_0174,product_093,3,2024-11-05
user_0157,product_037,5,2024-11-03
user_0060,product_069,3,2024-10-23
user_0050,product_048,5,2024-09-01
user_0113,product_060,5,2024-12-07
user_0129,product_068,4,2025-03-30
user_0052,product_078,2,2025-02-12
user_0014,product_083,4,2024-12-12
user_0142,product_014,5,2024-09-29
user_0032,product_037,2,2025-03-30
user_0070,product_058,5,2025-04-06
user_0112,product_012,5,2025-02-27
user_0116,product_045,5,2024-11-20
user_0014,product_051,4,2025-02-20
user_0099,product_011,4,2025-06-06
user_0082,product_013,5,2024-07-23
user_0086,product_019,2,2025-01-25
user_0121,product_090,5,2024-06-24
user_0121,product_058,4,2025-05-11
user_0005,product_033,3,2025-04-05
user_0141,product_094,4,2024-11-16
user_0029,product_100,3,2025-01-17
user_0032,product_007,3,2024-07-28
user_0160,product_059,2,2024-10-08
user_0153,product_069,1,2024-09-30
user_0148,product_031,5,2025-01-22
user_0110,product_001,4,2025-02-17
user_0147,product_054,3,2024-07-13
user_0022,product_068,5,2025-05-17
user_0135,product_070,4,2024-10-04
user_0142,product_003,4,2024-10-23
user_0012,product_082,4,2024-12-11
user_0065,product_096,1,2025-05-17
user_0089,product_031,5,2024-08-03
user_0027,product_099,4,2025-01-01
user_0035,product_006,4,2024-12-29
user_0165,product_023,5,2024-07-05
user_0119,product_090,4,2025-03-19
user_0035,product_009,5,2024-10-29
user_0010,product_038,3,2025-03-10
user_0011,product_041,5,2024-09-30
user_0102,product_070,4,2025-06-02
user_0193,product_083,3,2024-12-20
user_0200,product_007,5,2025-01-02
user_0070,product_016,5,2024-11-09
user_0103,product_096,4,2024-12-05
user_0087,product_024,4,2024-10-09
user_0095,product_067,3,2025-05-09
user_0187,product_055,2,2024-08-16
user_0047,product_070,3,2025-04-29
user_0021,product_042,5,2025-01-15
user_0115,product_078,5,2025-03-27
user_0177,product_057,4,2025-05-30
user_0187,product_046,4,2024-11-10
user_0071,product_082,5,2025-05-22
user_0020,product_086,4,2024-12-16
user_0132,product_096,5,2025-06-05
user_0037,product_078,5,2024-11-08
user_0009,product_017,2,2024-07-25
user_0094,product_047,4,2024-09-03
user_0009,product_078,3,2024-11-02
user_0095,product_048,4,2025-05-12
user_0147,product_018,4,2024-11-29
user_0081,product_084,3,2025-04-23
user_0007,product_095,3,2024-09-28
user_0100,product_072,2,2025-02-07
user_0181,product_058,3,2024-08-11
user_0074,product_089,5,2024-10-12
user_0052,product_016,2,2025-05-14
user_0116,product_023,5,2024-11-05
user_0023,product_088,5,2025-01-08
user_0171,product_045,5,2024-09-12
user_0139,product_038,5,2025-04-01
user_0183,product_091,5,2024-07-29
user_0045,product_047,4,2025-04-19
user_0052,product_018,3,2024-10-11
user_0007,product_047,4,2024-12-14
user_0120,product_071,2,2025-05-07
user_0017,product_040,4,2024-10-18
user_0135,product_053,5,2024-08-30
user_0019,product_017,5,2024-07-27
user_0019,product_058,4,2024-09-29
user_0089,product_017,5,2024-09-11
user_0164,product_076,3,2025-04-15
user_0111,product_065,5,2025-05-23
user_0032,product_067,3,2025-03-28
user_0042,product_042,5,2025-02-25
user_0089,product_067,5,2025-05-11
user_0065,product_026,4,2024-09-11
user_0071,product_017,4,2024-08-10
user_0137,product_012,4,2025-03-26
user_0152,product_075,3,2024-07-18
user_0160,product_093,5,2024-12-30
user_0145,product_006,5,2025-06-06
user_0021,product_006,5,2024-08-29
user_0068,product_084,3,2024-09-01
user_0107,product_080,4,2024-10-09
user_0161,product_070,3,2025-01-17
user_0124,product_032,5,2024-07-05
user_0104,product_039,4,2024-07-03
user_0016,product_021,4,2024-10-16
user_0119,product_027,3,2025-04-08
user_0081,product_092,3,2024-12-26
user_0103,product_017,5,2024-09-30
user_0144,product_014,3,2024-10-25
user_0032,product_035,4,2025-04-09
user_0025,product_007,3,2024-12-06
user_0158,product_054,3,2025-03-31
user_0084,product_074,5,2025-03-15
user_0196,product_021,4,2024-09-30
user_0120,product_064,5,2024-10-09
user_0006,product_012,5,2024-10-05
user_0118,product_031,3,2024-12-22
user_0013,product_007,3,2024-08-19
user_0168,product_087,4,2024-09-19
user_0003,product_014,4,2025-02-05
user_0187,product_047,5,2024-12-15
user_0012,product_052,2,2024-09-06
user_0050,product_047,4,2025-05-14
user_0099,product_065,4,2024-09-12
user_0072,product_080,5,2025-04-21
user_0033,product_013,4,2024-12-29
user_0143,product_047,5,2025-03-11
user_0155,product_066,4,2025-05-31
user_0012,product_005,2,2025-01-01
user_0122,product_067,4,2024-08-14
user_0132,product_018,3,2024-08-11
user_0082,product_021,4,2024-08-09
user_0190,product_039,4,2024-10-04
user_0131,product_069,4,2024-09-05
user_0077,product_061,5,2024-12-14
user_0085,product_087,2,2024-11-19
user_0150,product_040,5,2024-07-03
user_0162,product_004,4,2025-02-05
user_0168,product_100,4,2025-02-24
user_0185,product_007,4,2025-03-25
user_0135,product_081,5,2024-12-08
user_0038,product_088,3,2024-08-31
user_0180,product_015,3,2024-11-07
user_0081,product_054,3,2024-07-02
user_0053,product_053,4,2024-08-11
user_0121,product_095,5,2024-06-24
user_0036,product_067,3,2025-01-05
user_0170,product_062,4,2025-01-11
user_0045,product_059,5,2024-12-27
user_0140,product_046,5,2024-07-07
user_0165,product_089,3,2024-10-16
user_0050,product_032,3,2025-01-19
user_0058,product_039,5,2024-06-25
user_0054,product_089,5,2025-01-09
user_0123,product_045,4,2025-01-31
user_0074,product_016,4,2024-09-15
user_0098,product_051,5,2025-04-07
user_0075,product_006,3,2024-06-20
user_0021,product_045,5,2024-07-20
user_0066,product_096,4,2025-03-09
user_0138,product_035,5,2024-06-29
user_0070,product_018,2,2024-08-24
user_0062,product_032,2,2024-09-22
user_0058,product_082,3,2025-04-30
user_0106,product_043,5,2025-04-30
user_0175,product_099,2,2024-09-12
user_0041,product_053,5,2024-10-20
user_0123,product_084,3,2025-01-24
user_0083,product_037,4,2025-05-06
user_0167,product_074,3,2025-06-01
user_0045,product_054,5,2025-03-22
user_0010,product_051,5,2025-03-17
user_0192,product_038,5,2025-06-16
user_0077,product_073,4,2024-12-31
user_0073,product_059,5,2024-09-15
user_0135,product_064,5,2025-04-13
user_0130,product_060,3,2025-04-24
user_0085,product_021,5,2024-07-24
user_0066,product_092,3,2024-12-30
user_0076,product_073,5,2025-03-14
user_0045,product_079,5,2024-11-25
user_0110,product_066,3,2024-11-27
user_0172,product_013,3,2025-04-10
user_0123,product_042,5,2025-06-17
user_0067,product_050,3,2025-02-04
user_0085,product_039,4,2024-08-31
user_0003,product_034,5,2024-07-01
user_0061,product_008,5,2024-10-25
user_0079,product_021,4,2024-10-06
user_0181,product_099,3,2025-04-21
user_0164,product_038,4,2025-02-27
user_0057,product_018,4,2024-10-31
user_0192,product_078,4,2024-06-26
user_0141,product_061,5,2024-07-15
user_0056,product_098,3,2024-08-19
user_0021,product_068,4,2024-06-25
user_0093,product_010,5,2025-04-24
user_0016,product_071,5,2025-03-09
user_0147,product_069,2,2025-01-04
user_0134,product_057,2,2025-03-07
user_0184,product_075,4,2024-10-02
user_0115,product_008,4,2024-10-01
user_0107,product_059,4,2024-09-07
user_0119,product_087,5,2025-06-09
user_0102,product_033,5,2025-03-01
user_0149,product_010,1,2024-12-26
user_0180,product_009,4,2025-05-21
user_0018,product_061,1,2024-11-23
user_0047,product_099,2,2024-07-27
user_0187,product_083,5,2024-12-11
user_0098,product_058,5,2024-12-09
user_0097,product_011,5,2024-07-17
user_0139,product_018,5,2024-12-24
user_0031,product_023,5,2024-12-01
user_0136,product_017,5,2025-02-26
user_0001,product_097,1,2025-01-19
user_0119,product_087,5,2024-11-15
user_0137,product_049,5,2025-02-14
user_0118,product_045,3,2025-03-16
user_0186,product_098,2,2024-07-17
user_0108,product_079,5,2025-06-12
user_0062,product_027,2,2024-08-20
user_0009,product_058,4,2024-06-25
user_0013,product_032,5,2024-11-27
user_0113,product_030,4,2025-05-23
user_0036,product_065,5,2025-02-21
user_0188,product_074,3,2024-08-18
user_0198,product_087,5,2025-02-19
user_0078,product_019,5,2024-09-27
user_0057,product_053,3,2025-05-20
user_0143,product_076,5,2025-03-23
user_0161,product_087,4,2024-10-10
user_0013,product_045,5,2024-07-12
user_0098,product_068,3,2024-11-19
user_0105,product_020,3,2025-03-18
user_0194,product_069,4,2025-02-25
user_0077,product_091,2,2024-10-26
user_0015,product_072,4,2024-11-19
user_0143,product_068,2,2025-02-16
user_0066,product_027,3,2025-05-11
user_0116,product_048,2,2025-03-15
user_0014,product_035,4,2024-08-15
user_0155,product_006,5,2025-03-16
user_0195,product_076,5,2024-09-07
user_0056,product_062,3,2025-01-01
user_0078,product_002,3,2025-03-15
user_0190,product_016,5,2024-10-18
user_0063,product_090,4,2025-03-08
user_0102,product_031,4,2025-01-27
user_0098,product_060,4,2024-12-19
user_0079,product_034,4,2024-10-09
user_0120,product_013,5,2024-10-23
user_0195,product_041,5,2024-12-13
user_0081,product_053,1,2025-02-27
user_0190,product_019,1,2024-09-10
user_0150,product_075,5,2025-01-20
user_0040,product_026,3,2024-12-08
user_0146,product_032,4,2024-07-20
user_0176,product_044,3,2024-10-13
user_0186,product_083,5,2024-10-28
user_0044,product_094,5,2025-03-26
user_0036,product_093,4,2025-03-18
user_0139,product_083,5,2024-09-25
user_0009,product_010,5,2024-07-13
user_0013,product_098,1,2025-04-11
user_0162,product_030,2,2025-04-04
user_0003,product_028,4,2024-12-11
user_0016,product_080,4,2024-08-09
user_0124,product_085,4,2025-06-17
user_0137,product_071,4,2025-06-12
user_0136,product_093,3,2025-01-25
user_0005,product_065,5,2024-07-10
user_0111,product_023,2,2025-05-02
user_0135,product_020,3,2024-08-07
user_0135,product_033,5,2025-02-04
user_0102,product_011,4,2024-11-25
user_0118,product_073,3,2024-06-29
user_0058,product_039,5,2025-05-10
user_0168,product_084,5,2025-05-04
user_0104,product_049,4,2024-10-20
user_0015,product_082,1,2025-03-25
user_0022,product_064,5,2024-07-25
user_0085,product_073,5,2025-05-03
user_0136,product_006,3,2024-07-01
user_0146,product_061,3,2025-05-13
user_0176,product_036,5,2024-09-05
user_0169,product_005,3,2025-01-10
user_0005,product_027,4,2024-06-21
user_0102,product_010,3,2024-09-05
user_0062,product_073,5,2024-12-03
user_0174,product_070,3,2025-04-10
user_0177,product_093,2,2024-12-25
user_0014,product_013,4,2025-05-13
user_0088,product_078,5,2024-08-20
user_0102,product_100,3,2024-07-31
user_0070,product_058,4,2024-12-20
user_0142,product_049,4,2024-07-07
user_0150,product_085,4,2024-08-08
user_0076,product_032,5,2025-05-09
user_0069,product_020,4,2024-07-31
user_0040,product_095,4,2024-12-18
user_0028,product_012,1,2025-01-14
user_0114,product_047,5,2025-04-29
user_0034,product_012,3,2024-11-03
user_0143,product_072,4,2025-04-29
user_0007,product_012,4,2025-05-04
user_0153,product_077,5,2024-12-05
user_0004,product_038,4,2025-05-08
user_0186,product_072,5,2025-02-16
user_0147,product_067,3,2024-12-08
user_0044,product_018,3,2025-02-03
user_0127,product_019,2,2024-11-10
user_0071,product_054,3,2025-05-12
user_0093,product_033,5,2024-08-04
user_0127,product_077,4,2024-10-29
user_0028,product_018,3,2024-11-30
user_0086,product_080,4,2025-01-03
user_0113,product_043,4,2024-07-22
user_0153,product_018,3,2024-08-16
user_0178,product_026,4,2025-03-22
user_0102,product_041,3,2024-06-30
user_0163,product_063,5,2025-02-16
user_0084,product_049,3,2024-12-01
user_0094,product_015,5,2025-03-10
user_0152,product_070,3,2024-09-12
user_0007,product_094,4,2024-06-23
user_0054,product_057,5,2024-07-01
user_0018,product_053,5,2025-04-10
user_0163,product_039,3,2024-07-18
user_0040,product_092,4,2024-12-09
